Site Name: rozmarin Jerusalem 
Borehole Name: 1.1
Borehole Depth: 20.5 metres
Interval: 0.5m
Degrees From North: 0
Latitude: 0.0, Longitude: 0.0
Operator Name: 
Probe Serial Number: DPI0189
Reel Serial Number: 520
Survey Date: 20240718_135605
Survey Comment: 
ID, DEPTH_METRES, A_POSITIVE_SINX, B_POSITIVE_SINX, A_POSITIVE_MM, B_POSITIVE_MM, A_NEGATIVE_SINX, B_NEGATIVE_SINX, A_NEGATIVE_MM, B_NEGATIVE_MM, POSITIVE_TEMP, NEGATIVE_TEMP, BASE_AVG_A_POSITIVE_MM, BASE_AVG_B_POSITIVE_MM, BASE_AVG_A_NEGATIVE_MM, BASE_AVG_B_NEGATIVE_MM, CHECKSUM_A_MM, CHECKSUM_B_MM, MEAN_DEVIATION_A_MM, MEAN_DEVIATION_B_MM, BASE_MEAN_DEVIATION_A_MM, BASE_MEAN_DEVIATION_B_MM, ABSOLUTE_A_MM, ABSOLUTE_B_MM, INCREMENTAL_DISPLACEMENT_A_MM, INCREMENTAL_DISPLACEMENT_B_MM, CUMULATIVE_DISPLACEMENT_A_MM, CUMULATIVE_DISPLACEMENT_B_MM
15437, 5.5, 0.0052078, 2.312E-4, 2.6039, 0.1156, -0.002593, 3.376E-4, -1.2965, 0.1688, 22.125, 22.1719,  null, null, null, null, 1.3074, 0.2844, 1.9502, -0.0266,  null, null, -0.40359485, 16.159903,  null, null,  null, null, 
15436, 6.0, 0.0064762, 8.328E-4, 3.2381, 0.4164, -0.0050202, -9.306E-4, -2.5101, -0.4653, 22.1094, 22.1719,  null, null, null, null, 0.728, -0.0489, 2.8741, 0.44085,  null, null, -2.3537948, 16.186502,  null, null,  null, null, 
15435, 6.5, 0.005013, 0.002238, 2.5065, 1.119, -0.002765, -0.0019178, -1.3825, -0.9589, 22.1094, 22.1719,  null, null, null, null, 1.124, 0.1601, 1.9445, 1.03895,  null, null, -5.227895, 15.745653,  null, null,  null, null, 
15434, 7.0, 0.0032632, 0.0024248, 1.6316, 1.2124, -0.0010814, -0.0022264, -0.5407, -1.1132, 22.0781, 22.125,  null, null, null, null, 1.0909, 0.0992, 1.08615, 1.1628,  null, null, -7.1723948, 14.706703,  null, null,  null, null, 
15433, 7.5, 0.0010764, 0.002328, 0.5382, 1.164, 0.0010596, -0.0019796, 0.5298, -0.9898, 22.1172, 22.1406,  null, null, null, null, 1.068, 0.1742, 0.0042, 1.0769,  null, null, -8.258545, 13.543903,  null, null,  null, null, 
15432, 8.0, -1.144E-4, 0.0026984, -0.0572, 1.3492, 0.0024694, -0.0026108, 1.2347, -1.3054, 22.1172, 22.1641,  null, null, null, null, 1.1775, 0.0438, -0.64595, 1.3273,  null, null, -8.262745, 12.467004,  null, null,  null, null, 
15431, 8.5, -2.872E-4, 0.0047252, -0.1436, 2.3626, 0.002526, -0.0041084, 1.263, -2.0542, 22.1016, 22.1562,  null, null, null, null, 1.1194, 0.3084, -0.7033, 2.2084,  null, null, -7.616795, 11.139704,  null, null,  null, null, 
15430, 9.0, -0.0033328, 0.001111, -1.6664, 0.555501, 0.0051732, -0.0015692, 2.5866, -0.7846, 22.125, 22.1328,  null, null, null, null, 0.9202, -0.229099, -2.1265, 0.6700505,  null, null, -6.913495, 8.931304,  null, null,  null, null, 
15429, 9.5, -0.0043842, 0.0010202, -2.1921, 0.5101, 0.0066592, -6.782E-4, 3.3296, -0.3391, 22.0859, 22.1172,  null, null, null, null, 1.1375, 0.171, -2.76085, 0.4246,  null, null, -4.786995, 8.261253,  null, null,  null, null, 
15428, 10.0, -0.0032132, 0.0015726, -1.6066, 0.7863, 0.005441, -0.0013798, 2.7205, -0.6899, 22.1406, 22.1484,  null, null, null, null, 1.1139, 0.0964, -2.16355, 0.7381,  null, null, -2.0261447, 7.836653,  null, null,  null, null, 
15427, 10.5, 0.0014918, -0.0026854, 0.7459, -1.3427, 6.608E-4, 0.0030374, 0.3304, 1.5187, 22.1406, 22.1797,  null, null, null, null, 1.0763, 0.176, 0.20775, -1.4307,  null, null, 0.13740519, 7.098553,  null, null,  null, null, 
15426, 11.0, 0.001134, -0.0056026, 0.567, -2.8013, 9.356E-4, 0.0058546, 0.4678, 2.9273, 22.1328, 22.1875,  null, null, null, null, 1.0348, 0.126, 0.0496, -2.8643,  null, null, -0.070344806, 8.529253,  null, null,  null, null, 
15425, 11.5, -0.0014478, -0.0037908, -0.7239, -1.8954, 0.0036976, 0.00458381, 1.8488, 2.2919, 22.1797, 22.1953,  null, null, null, null, 1.1249, 0.3965, -1.28635, -2.09365,  null, null, -0.11994481, 11.393553,  null, null,  null, null, 
15424, 12.0, -0.0070124, 0.0010808, -3.5062, 0.5404, 0.0083216, -0.001332, 4.1608, -0.666, 22.1797, 22.1953,  null, null, null, null, 0.6546, -0.1256, -3.8335, 0.6032,  null, null, 1.1664052, 13.487203,  null, null,  null, null, 
15423, 12.5, -0.011523, 0.0069936, -5.7615, 3.4968, 0.0136082, -0.006814, 6.8041, -3.407, 22.1797, 22.2344,  null, null, null, null, 1.0426, 0.0898, -6.2828, 3.4519,  null, null, 4.999905, 12.884003,  null, null,  null, null, 
15422, 13.0, -0.0157476, 0.0117462, -7.8738, 5.8731, 0.0178598, -0.0113744, 8.9299, -5.6872, 22.2109, 22.25,  null, null, null, null, 1.0561, 0.1859, -8.40185, 5.78015,  null, null, 11.282705, 9.432102,  null, null,  null, null, 
15421, 13.5, -0.0200086, 0.013943, -10.0043, 6.9715, 0.0222868, -0.0137946, 11.1434, -6.8973, 22.2656, 22.2734,  null, null, null, null, 1.1391, 0.0742, -10.57385, 6.9344,  null, null, 19.684555, 3.6519518,  null, null,  null, null, 
15420, 14.0, -0.0229566, 0.0145572, -11.4783, 7.2786, 0.0250328, -0.0143142, 12.5164, -7.1571, 22.2969, 22.3203,  null, null, null, null, 1.0381, 0.1215, -11.99735, 7.21785,  null, null, 30.258404, -3.2824483,  null, null,  null, null, 
15419, 14.5, -0.0220806, 0.0135568, -11.0403, 6.7784, 0.0237896, -0.0126442, 11.8948, -6.3221, 22.3047, 22.3438,  null, null, null, null, 0.8545, 0.4563, -11.46755, 6.55025,  null, null, 42.255753, -10.5002985,  null, null,  null, null, 
15418, 15.0, -0.0115166, 0.0112238, -5.7583, 5.6119, 0.0139648, -0.0120836, 6.9824, -6.0418, 22.3672, 22.3438,  null, null, null, null, 1.2241, -0.4299, -6.37035, 5.82685,  null, null, 53.7233, -17.050549,  null, null,  null, null, 
15417, 15.5, -0.0083992, 0.013875, -4.1996, 6.9375, 0.0105758, -0.0136214, 5.2879, -6.8107, 22.4062, 22.4062,  null, null, null, null, 1.0883, 0.1268, -4.74375, 6.8741,  null, null, 60.09365, -22.8774,  null, null,  null, null, 
15416, 16.0, -0.0046348, 0.0143208, -2.3174, 7.1604, 0.0069444, -0.0141234, 3.4722, -7.0617, 22.4297, 22.3984,  null, null, null, null, 1.1548, 0.0987, -2.8948, 7.11105,  null, null, 64.8374, -29.7515,  null, null,  null, null, 
15415, 16.5, 3.108E-4, 0.0114934, 0.1554, 5.7467, 0.0018076, -0.011192, 0.9038, -5.596, 22.4766, 22.4609,  null, null, null, null, 1.0592, 0.1507, -0.3742, 5.67135,  null, null, 67.7322, -36.86255,  null, null,  null, null, 
15414, 17.0, 0.00608, 0.0068038, 3.04, 3.4019, -0.0039464, -0.0065144, -1.9732, -3.2572, 22.5312, 22.5312,  null, null, null, null, 1.0668, 0.1447, 2.5066, 3.32955,  null, null, 68.1064, -42.533897,  null, null,  null, null, 
15413, 17.5, 0.0120922, 0.0030296, 6.0461, 1.5148, -0.0101028, -0.0023354, -5.0514, -1.1677, 22.5859, 22.5547,  null, null, null, null, 0.9947, 0.3471, 5.54875, 1.34125,  null, null, 65.5998, -45.86345,  null, null,  null, null, 
15412, 18.0, 0.015676, -5.966E-4, 7.838, -0.2983, -0.0132458, 2.016E-4, -6.6229, 0.1008, 22.6172, 22.6328,  null, null, null, null, 1.2151, -0.1975, 7.23045, -0.19955,  null, null, 60.05105, -47.2047,  null, null,  null, null, 
15411, 18.5, 0.02004, -0.0059814, 10.02, -2.9907, -0.0179358, 0.0062838, -8.9679, 3.1419, 22.7344, 22.6797,  null, null, null, null, 1.0521, 0.1512, 9.49395, -3.0663,  null, null, 52.8206, -47.00515,  null, null,  null, null, 
15410, 19.0, 0.0239522, -0.0133302, 11.9761, -6.6651, -0.0218888, 0.0136236, -10.9444, 6.8118, 22.7656, 22.7188,  null, null, null, null, 1.0317, 0.1467, 11.46025, -6.73845,  null, null, 43.32665, -43.93885,  null, null,  null, null, 
15409, 19.5, 0.0239232, -0.0205394, 11.9616, -10.2697, -0.021686, 0.020704, -10.843, 10.352, 22.8125, 22.7812,  null, null, null, null, 1.1186, 0.0823, 11.4023, -10.31085,  null, null, 31.8664, -37.2004,  null, null,  null, null, 
15408, 20.0, 0.0222044, -0.0255038, 11.1022, -12.7519, -0.0200588, 0.025799, -10.0294, 12.8995, 22.8438, 22.8359,  null, null, null, null, 1.0728, 0.1476, 10.5658, -12.8257,  null, null, 20.4641, -26.88955,  null, null,  null, null, 
15407, 20.5, 0.020883, -0.027907, 10.4415, -13.9535, -0.0187102, 0.0283484, -9.3551, 14.1742, 22.8828, 22.7656,  null, null, null, null, 1.0864, 0.2207, 9.8983, -14.06385,  null, null, 9.8983, -14.06385,  null, null,  null, null, 
