Site Name: rozmarin Jerusalem 
Borehole Name: 1.1
Borehole Depth: 20.5 metres
Interval: 0.5m
Degrees From North: 0
Latitude: 0.0, Longitude: 0.0
Operator Name: yair
Probe Serial Number: DPI0354
Reel Serial Number: 520
Survey Date: 20250828_110518
Survey Comment: 
ID, DEPTH_METRES, A_POSITIVE_SINX, B_POSITIVE_SINX, A_POSITIVE_MM, B_POSITIVE_MM, A_NEGATIVE_SINX, B_NEGATIVE_SINX, A_NEGATIVE_MM, B_NEGATIVE_MM, POSITIVE_TEMP, NEGATIVE_TEMP, BASE_AVG_A_POSITIVE_MM, BASE_AVG_B_POSITIVE_MM, BASE_AVG_A_NEGATIVE_MM, BASE_AVG_B_NEGATIVE_MM, CHECKSUM_A_MM, CHECKSUM_B_MM, MEAN_DEVIATION_A_MM, MEAN_DEVIATION_B_MM, BASE_MEAN_DEVIATION_A_MM, BASE_MEAN_DEVIATION_B_MM, ABSOLUTE_A_MM, ABSOLUTE_B_MM, INCREMENTAL_DISPLACEMENT_A_MM, INCREMENTAL_DISPLACEMENT_B_MM, CUMULATIVE_DISPLACEMENT_A_MM, CUMULATIVE_DISPLACEMENT_B_MM
29196, 5.5, 0.0047762, 0.001844, 2.3881, 0.922, -0.0022948, 0.0014122, -1.1474, 0.7061, 20.6328, 20.6016,  null, null, null, null, 1.2407, 1.6281, 1.76775, 0.10795,  null, null, 2.0704992, 12.483991,  null, null,  null, null, 
29195, 6.0, 0.0069404, 0.0018392, 3.4702, 0.9196, -0.0063758, 0.0023564, -3.1879, 1.1782, 20.6484, 20.5938,  null, null, null, null, 0.2823, 2.0978, 3.32905, -0.1293,  null, null, 0.30274916, 12.37604,  null, null,  null, null, 
29194, 6.5, 0.0041488, 0.0049526, 2.0744, 2.4763, -0.0041392, 0.0011268, -2.0696, 0.5634, 20.6406, 20.5703,  null, null, null, null, 0.0048, 3.0397, 2.072, 0.95645,  null, null, -3.026301, 12.505341,  null, null,  null, null, 
29193, 7.0, 0.0024076, 0.0051738, 1.2038, 2.5869, -0.0023612, 4.148E-4, -1.1806, 0.2074, 20.5859, 20.5938,  null, null, null, null, 0.0232, 2.7943, 1.1922, 1.18975,  null, null, -5.098301, 11.54889,  null, null,  null, null, 
29192, 7.5, 3.412E-4, 0.0049023, 0.1706, 2.45115, -3.544E-4, 6.238E-4, -0.1772, 0.3119, 20.625, 20.5938,  null, null, null, null, -0.0066, 2.76305, 0.1739, 1.069625,  null, null, -6.2905006, 10.35914,  null, null,  null, null, 
29191, 8.0, -9.564E-4, 0.0052192, -0.4782, 2.6096, 0.0011172, 9.48E-5, 0.5586, 0.0474, 20.6094, 20.6172,  null, null, null, null, 0.0804, 2.657, -0.5184, 1.2811,  null, null, -6.464401, 9.2895155,  null, null,  null, null, 
29190, 8.5, 1.964E-4, 0.0061024, 0.0982, 3.0512, 0.0014946, -0.002061, 0.7473, -1.0305, 20.6172, 20.5859,  null, null, null, null, 0.8455, 2.0207, -0.32455, 2.04085,  null, null, -5.9460006, 8.008415,  null, null,  null, null, 
29189, 9.0, -0.0043634, 0.0040088, -2.1817, 2.0044, 0.0049824, -4.85E-4, 2.4912, -0.2425, 20.6484, 20.6016,  null, null, null, null, 0.3095, 1.7619, -2.33645, 1.12345,  null, null, -5.6214504, 5.9675655,  null, null,  null, null, 
29188, 9.5, -0.005317, 0.0037344, -2.6585, 1.8672, 0.0055164, 0.0017492, 2.7582, 0.8746, 20.6328, 20.6094,  null, null, null, null, 0.0997, 2.7418, -2.70835, 0.4963,  null, null, -3.2850003, 4.8441157,  null, null,  null, null, 
29187, 10.0, -0.0041536, 0.0044114, -2.0768, 2.2057, 0.0042022, 0.0010206, 2.1011, 0.5103, 20.6484, 20.5938,  null, null, null, null, 0.0243, 2.716, -2.08895, 0.8477,  null, null, -0.5766505, 4.3478155,  null, null,  null, null, 
29186, 10.5, 3.148E-4, 4.492E-4, 0.1574, 0.2246, -1.36E-4, 0.005032, -0.068, 2.516, 20.6875, 20.6328,  null, null, null, null, 0.0894, 2.7406, 0.1127, -1.1457,  null, null, 1.5122994, 3.5001154,  null, null,  null, null, 
29185, 11.0, 3.36E-5, -0.00280301, 0.0168, -1.4015, -1.732E-4, 0.0084552, -0.0866, 4.2276, 20.7109, 20.6562,  null, null, null, null, -0.0698, 2.8261, 0.0517, -2.81455,  null, null, 1.3995994, 4.6458154,  null, null,  null, null, 
29184, 11.5, -4.242E-4, -0.0028886, -0.2121, -1.4443, 0.0029382, 0.0064306, 1.4691, 3.2153, 20.6875, 20.6406,  null, null, null, null, 1.257, 1.771, -0.8406, -2.3298,  null, null, 1.3478994, 7.4603653,  null, null,  null, null, 
29183, 12.0, -0.0058204, 0.001932, -2.9102, 0.966, 0.0070956, 0.0014952, 3.5478, 0.7476, 20.7578, 20.6562,  null, null, null, null, 0.6376, 1.7136, -3.229, 0.1092,  null, null, 2.1884995, 9.790165,  null, null,  null, null, 
29182, 12.5, -0.0117054, 0.008863, -5.8527, 4.4315, 0.0121598, -0.0040562, 6.0799, -2.0281, 20.7812, 20.7266,  null, null, null, null, 0.2272, 2.4034, -5.9663, 3.2298,  null, null, 5.4174995, 9.680964,  null, null,  null, null, 
29181, 13.0, -0.0165472, 0.0149244, -8.2736, 7.4622, 0.0163188, -0.0085614, 8.1594, -4.2807, 20.8047, 20.7109,  null, null, null, null, -0.1142, 3.1815, -8.2165, 5.87145,  null, null, 11.3838, 6.4511647,  null, null,  null, null, 
29180, 13.5, -0.0208186, 0.0168698, -10.4093, 8.4349, 0.0209214, -0.0114524, 10.4607, -5.7262, 20.8359, 20.7578,  null, null, null, null, 0.0514, 2.7087, -10.435, 7.08055,  null, null, 19.6003, 0.5797148,  null, null,  null, null, 
29179, 14.0, -0.0237054, 0.01406, -11.8527, 7.03, 0.0236834, -0.0123636, 11.8417, -6.1818, 20.9141, 20.7734,  null, null, null, null, -0.011, 0.8482, -11.8472, 6.6059,  null, null, 30.0353, -6.5008354,  null, null,  null, null, 
29178, 14.5, -0.0204266, 0.0143662, -10.2133, 7.1831, 0.0239582, -0.0116656, 11.9791, -5.8328, 20.9141, 20.8359,  null, null, null, null, 1.7658, 1.3503, -11.0962, 6.50795,  null, null, 41.8825, -13.106735,  null, null,  null, null, 
29177, 15.0, -0.011471, 0.0124502, -5.7355, 6.22511, 0.0133768, -0.0116986, 6.6884, -5.8493, 20.9453, 20.8359,  null, null, null, null, 0.9529, 0.37581, -6.21195, 6.037205,  null, null, 52.9787, -19.614685,  null, null,  null, null, 
29176, 15.5, -0.0090166, 0.0161804, -4.5083, 8.0902, 0.0091316, -0.0108512, 4.5658, -5.4256, 20.9688, 20.9219,  null, null, null, null, 0.0575, 2.6646, -4.53705, 6.7579,  null, null, 59.190647, -25.65189,  null, null,  null, null, 
29175, 16.0, -0.0055694, 0.0172628, -2.7847, 8.6314, 0.0055066, -0.011416, 2.7533, -5.708, 21.0391, 20.9375,  null, null, null, null, -0.0314, 2.9234, -2.769, 7.1697,  null, null, 63.727695, -32.40979,  null, null,  null, null, 
29174, 16.5, -6.8E-4, 0.0141978, -0.34, 7.0989, 0.001134, -0.0094686, 0.567, -4.7343, 21.0703, 20.9375,  null, null, null, null, 0.227, 2.3646, -0.4535, 5.9166,  null, null, 66.4967, -39.57949,  null, null,  null, null, 
29173, 17.0, 0.0048982, 0.00946244, 2.4491, 4.73122, -0.0045636, -0.0047286, -2.2818, -2.3643, 21.1094, 20.9766,  null, null, null, null, 0.1673, 2.36692, 2.36545, 3.54776,  null, null, 66.950195, -45.49609,  null, null,  null, null, 
29172, 17.5, 0.0122432, 0.0039904, 6.1216, 1.9952, -0.0096722, -0.001086, -4.8361, -0.543, 21.1484, 21.0,  null, null, null, null, 1.2855, 1.4522, 5.47885, 1.2691,  null, null, 64.58475, -49.04385,  null, null,  null, null, 
29171, 18.0, 0.014344, -8.706E-4, 7.172, -0.4353, -0.0139758, 0.0021586, -6.9879, 1.0793, 21.1875, 21.0703,  null, null, null, null, 0.1841, 0.644, 7.07995, -0.7573,  null, null, 59.1059, -50.31295,  null, null,  null, null, 
29170, 18.5, 0.0188906, -0.0063406, 9.4453, -3.1703, -0.0184168, 0.0082754, -9.2084, 4.1377, 21.2422, 21.0859,  null, null, null, null, 0.2369, 0.9674, 9.32685, -3.654,  null, null, 52.02595, -49.55565,  null, null,  null, null, 
29169, 19.0, 0.0227612, -0.0136292, 11.3806, -6.8146, -0.0219222, 0.0153364, -10.9611, 7.6682, 21.3125, 21.1016,  null, null, null, null, 0.4195, 0.8536, 11.17085, -7.2414,  null, null, 42.6991, -45.90165,  null, null,  null, null, 
29168, 19.5, 0.0229354, -0.0207892, 11.4677, -10.3946, -0.022057, 0.0228318, -11.0285, 11.4159, 21.3125, 21.1719,  null, null, null, null, 0.4392, 1.0213, 11.2481, -10.90525,  null, null, 31.528252, -38.660248,  null, null,  null, null, 
29167, 20.0, 0.0212528, -0.0257636, 10.6264, -12.8818, -0.0207046, 0.0280976, -10.3523, 14.0488, 21.375, 21.1641,  null, null, null, null, 0.2741, 1.167, 10.48935, -13.4653,  null, null, 20.280151, -27.755,  null, null,  null, null, 
29166, 20.5, 0.0198442, -0.0282192, 9.9221, -14.1096, -0.019319, 0.0289396, -9.6595, 14.4698, 21.375, 21.1484,  null, null, null, null, 0.2626, 0.3602, 9.7908, -14.2897,  null, null, 9.7908, -14.2897,  null, null,  null, null, 
