Site Name: rozmarin Jerusalem 
Borehole Name: 1.1
Borehole Depth: 20.5 metres
Interval: 0.5m
Degrees From North: 0
Latitude: 0.0, Longitude: 0.0
Operator Name: 
Probe Serial Number: DPI0189
Reel Serial Number: 520
Survey Date: 20240718_131703
Survey Comment: 
ID, DEPTH_METRES, A_POSITIVE_SINX, B_POSITIVE_SINX, A_POSITIVE_MM, B_POSITIVE_MM, A_NEGATIVE_SINX, B_NEGATIVE_SINX, A_NEGATIVE_MM, B_NEGATIVE_MM, POSITIVE_TEMP, NEGATIVE_TEMP, BASE_AVG_A_POSITIVE_MM, BASE_AVG_B_POSITIVE_MM, BASE_AVG_A_NEGATIVE_MM, BASE_AVG_B_NEGATIVE_MM, CHECKSUM_A_MM, CHECKSUM_B_MM, MEAN_DEVIATION_A_MM, MEAN_DEVIATION_B_MM, BASE_MEAN_DEVIATION_A_MM, BASE_MEAN_DEVIATION_B_MM, ABSOLUTE_A_MM, ABSOLUTE_B_MM, INCREMENTAL_DISPLACEMENT_A_MM, INCREMENTAL_DISPLACEMENT_B_MM, CUMULATIVE_DISPLACEMENT_A_MM, CUMULATIVE_DISPLACEMENT_B_MM
15355, 5.5, 0.0049522, 3.33401E-4, 2.4761, 0.1667, -0.0028398, 2.334E-4, -1.4199, 0.1167, 24.5391, 22.2422,  null, null, null, null, 1.0562, 0.2834, 1.948, 0.025,  null, null, -0.5270951, 16.203306,  null, null,  null, null, 
15354, 6.0, 0.0062612, 8.876E-4, 3.1306, 0.4438, -0.0053054, -8.788E-4, -2.6527, -0.4394, 24.6719, 22.3125,  null, null, null, null, 0.4779, 0.0044, 2.89165, 0.4416,  null, null, -2.475095, 16.178307,  null, null,  null, null, 
15353, 6.5, 0.0048202, 0.0022262, 2.4101, 1.1131, -0.0030352, -0.0019812, -1.5176, -0.9906, 24.8125, 22.2969,  null, null, null, null, 0.8925, 0.1225, 1.96385, 1.05185,  null, null, -5.366745, 15.736706,  null, null,  null, null, 
15352, 7.0, 0.0030322, 0.0024402, 1.5161, 1.2201, -0.0013442, -0.0022402, -0.6721, -1.1201, 25.0078, 22.3047,  null, null, null, null, 0.844, 0.1, 1.0941, 1.1701,  null, null, -7.330595, 14.684855,  null, null,  null, null, 
15351, 7.5, 8.416E-4, 0.0023112, 0.4208, 1.1556, 7.352E-4, -0.001976, 0.3676, -0.988, 25.1719, 22.3359,  null, null, null, null, 0.7884, 0.1676, 0.0266, 1.0718,  null, null, -8.424695, 13.514755,  null, null,  null, null, 
15350, 8.0, -3.654E-4, 0.00276, -0.1827, 1.38, 0.002173, -0.0025322, 1.0865, -1.2661, 25.4062, 22.375,  null, null, null, null, 0.9038, 0.1139, -0.6346, 1.32305,  null, null, -8.451295, 12.442955,  null, null,  null, null, 
15349, 8.5, -5.764E-4, 0.0047324, -0.2882, 2.3662, 0.0023754, -0.0040548, 1.1877, -2.0274, 25.6328, 22.3906,  null, null, null, null, 0.8995, 0.3388, -0.73795, 2.1968,  null, null, -7.8166947, 11.1199045,  null, null,  null, null, 
15348, 9.0, -0.0035532, 0.0011856, -1.7766, 0.5928, 0.0049096, -0.0015992, 2.4548, -0.7996, 25.8828, 22.4062,  null, null, null, null, 0.6782, -0.2068, -2.1157, 0.6962,  null, null, -7.078745, 8.923104,  null, null,  null, null, 
15347, 9.5, -0.0046192, 0.0010472, -2.3096, 0.5236, 0.0063944, -7.45E-4, 3.1972, -0.3725, 26.1094, 22.4766,  null, null, null, null, 0.8876, 0.1511, -2.7534, 0.44805,  null, null, -4.963045, 8.226904,  null, null,  null, null, 
15346, 10.0, -0.003447, 0.001599, -1.7235, 0.7995, 0.005165, -0.0013814, 2.5825, -0.6907, 26.2891, 22.4609,  null, null, null, null, 0.859, 0.1088, -2.153, 0.7451,  null, null, -2.209645, 7.778854,  null, null,  null, null, 
15345, 10.5, 0.0011748, -0.002767, 0.5874, -1.3835, 4.162E-4, 0.00302, 0.2081, 1.51, 26.6094, 22.5234,  null, null, null, null, 0.7955, 0.1265, 0.18965, -1.44675,  null, null, -0.05664496, 7.033754,  null, null,  null, null, 
15344, 11.0, 8.752E-4, -0.0055802, 0.4376, -2.7901, 6.702E-4, 0.0058138, 0.3351, 2.9069, 26.9297, 22.5625,  null, null, null, null, 0.7727, 0.1168, 0.05125, -2.8485,  null, null, -0.24629496, 8.480504,  null, null,  null, null, 
15343, 11.5, -0.0016872, -0.0037482, -0.8436, -1.8741, 0.0034772, 0.0045482, 1.7386, 2.2741, 27.1875, 22.5859,  null, null, null, null, 0.895, 0.4, -1.2911, -2.0741,  null, null, -0.29754496, 11.329004,  null, null,  null, null, 
15342, 12.0, -0.007215, 9.518E-4, -3.6075, 0.4759, 0.0080548, -0.0013604, 4.0274, -0.6802, 27.5234, 22.625,  null, null, null, null, 0.4199, -0.2043, -3.81745, 0.57805,  null, null, 0.99355507, 13.403105,  null, null,  null, null, 
15341, 12.5, -0.011768, 0.0069372, -5.884, 3.4686, 0.0133106, -0.0068276, 6.6553, -3.4138, 27.9062, 22.7188,  null, null, null, null, 0.7713, 0.0548, -6.26965, 3.4412,  null, null, 4.811005, 12.825055,  null, null,  null, null, 
15340, 13.0, -0.016007, 0.0117066, -8.0035, 5.8533, 0.017554, -0.0115768, 8.777, -5.7884, 28.2656, 22.7656,  null, null, null, null, 0.7735, 0.0649, -8.39025, 5.82085,  null, null, 11.080655, 9.383855,  null, null,  null, null, 
15339, 13.5, -0.020237, 0.0139214, -10.1185, 6.9607, 0.0219802, -0.0137718, 10.9901, -6.8859, 28.625, 22.8438,  null, null, null, null, 0.8716, 0.0748, -10.5543, 6.9233,  null, null, 19.470905, 3.563005,  null, null,  null, null, 
15338, 14.0, -0.0232428, 0.0145598, -11.6214, 7.2799, 0.0247374, -0.0143766, 12.3687, -7.1883, 29.0469, 22.9062,  null, null, null, null, 0.7473, 0.0916, -11.99505, 7.2341,  null, null, 30.025206, -3.3602948,  null, null,  null, null, 
15337, 14.5, -0.0223928, 0.0135246, -11.1964, 6.7623, 0.0235356, -0.0127096, 11.7678, -6.3548, 29.4922, 22.9531,  null, null, null, null, 0.5714, 0.4075, -11.4821, 6.55855,  null, null, 42.020256, -10.594395,  null, null,  null, null, 
15336, 15.0, -0.0118664, 0.0112118, -5.9332, 5.6059, 0.013763, -0.012096, 6.8815, -6.048, 29.9844, 23.0234,  null, null, null, null, 0.9483, -0.4421, -6.40735, 5.82695,  null, null, 53.502357, -17.152945,  null, null,  null, null, 
15335, 15.5, -0.0086906, 0.0138444, -4.3453, 6.9222, 0.0102972, -0.0136406, 5.1486, -6.8203, 30.4453, 23.1094,  null, null, null, null, 0.8033, 0.1019, -4.74695, 6.87125,  null, null, 59.909706, -22.979895,  null, null,  null, null, 
15334, 16.0, -0.0049714, 0.0142886, -2.4857, 7.14431, 0.0066598, -0.0141502, 3.3299, -7.0751, 31.0234, 23.1562,  null, null, null, null, 0.8442, 0.06921, -2.9078, 7.109705,  null, null, 64.656654, -29.851145,  null, null,  null, null, 
15333, 16.5, -1.82E-5, 0.0113858, -0.0091, 5.6929, 0.0015602, -0.0112766, 0.7801, -5.6383, 31.8047, 23.2344,  null, null, null, null, 0.771, 0.0546, -0.3946, 5.6656,  null, null, 67.56445, -36.96085,  null, null,  null, null, 
15332, 17.0, 0.0057306, 0.006758, 2.8653, 3.379, -0.0042098, -0.0066038, -2.1049, -3.3019, 32.4766, 23.3281,  null, null, null, null, 0.7604, 0.0771, 2.4851, 3.34045,  null, null, 67.95905, -42.62645,  null, null,  null, null, 
15331, 17.5, 0.0117574, 0.0029622, 5.8787, 1.4811, -0.0103658, -0.0023364, -5.1829, -1.1682, 33.1797, 23.4531,  null, null, null, null, 0.6958, 0.3129, 5.5308, 1.32465,  null, null, 65.47395, -45.9669,  null, null,  null, null, 
15330, 18.0, 0.015291, -7.386E-4, 7.6455, -0.3693, -0.013563, 1.74E-4, -6.7815, 0.0870002, 33.8672, 23.5625,  null, null, null, null, 0.864, -0.2822998, 7.2135, -0.2281501,  null, null, 59.94315, -47.29155,  null, null,  null, null, 
15329, 18.5, 0.0196852, -0.0061172, 9.8426, -3.0586, -0.018222, 0.0062428, -9.111, 3.1214, 34.5859, 23.6172,  null, null, null, null, 0.7316, 0.0628, 9.4768, -3.09,  null, null, 52.72965, -47.0634,  null, null,  null, null, 
15328, 19.0, 0.0235624, -0.0134628, 11.7812, -6.7314, -0.022155, 0.0134738, -11.0775, 6.7369, 35.3281, 23.7344,  null, null, null, null, 0.7037, 0.0055, 11.42935, -6.73415,  null, null, 43.25285, -43.9734,  null, null,  null, null, 
15327, 19.5, 0.0235884, -0.0205806, 11.7942, -10.2903, -0.0220002, 0.0206968, -11.0001, 10.3484, 36.0781, 23.8281,  null, null, null, null, 0.7941, 0.0581, 11.39715, -10.31935,  null, null, 31.8235, -37.23925,  null, null,  null, null, 
15326, 20.0, 0.0218206, -0.0256506, 10.9103, -12.8253, -0.02036, 0.0257378, -10.18, 12.8689, 36.9609, 23.9453,  null, null, null, null, 0.7303, 0.0436, 10.54515, -12.8471,  null, null, 20.42635, -26.919899,  null, null,  null, null, 
15325, 20.5, 0.0205174, -0.0281254, 10.2587, -14.0627, -0.0190074, 0.0281658, -9.5037, 14.0829, null,24.0234,  null, null, null, null, 0.755, 0.0202, 9.8812, -14.0728,  null, null, 9.8812, -14.0728,  null, null,  null, null, 
